CustomerID,Age,FamilyMember,Region,Gender,EducationScore,EmploymentScore,IncomeGroup,Marital Status,DaysSinceFirstProduct,NumberofTransactions,CashTransactions,CardTransaction,ChequeTransaction,DaysSinceLastTransaction,DaystoNextRenewal,NumberPremiumPaid,PremiumAmt,AquisitionChannel,Carwonership,TwowheelerOwnership,MedicalBill,TotalPoliciesMatured,TotalPoliciesBought,AnnualPolicies,SemiAnnualPolicies,QuarterlyPolicies,MonthlyPolicies,SalesRepRating,Email_Response,Call_Respone,Message_Response,Complaintslogged,NumberofClaims,ClaimsPaid,ClaimsDenied,CarInsurance,TwoWheelerInsurance,CommercialInsurance,HealthInsurance,AccidentIsnurance,TravelInsurance,HomeInsurance,LifeInsurance
C2320,30,3,Region 10,Male,8,10,9,0,635,14,6,6,2,321,67,11,8396,Reseller,1,1,0,6,7,6,1,0,0,8,0,1,1,1,5,4,1,1,1,0,1,1,1,1,1
C2321,47,3,Region 1,Male,10,10,6,0,97,12,2,7,3,166,53,0,12890,Online,1,0,1,1,4,3,1,0,0,10,0,0,1,4,4,4,0,1,0,1,0,1,0,1,0
C2322,61,5,Region 6,Male,5,7,5,1,614,12,2,8,2,182,12,5,12728,Direct,1,1,0,2,3,0,3,0,0,5,0,0,0,3,1,1,0,1,1,0,0,0,1,0,0
C2323,57,6,Region 8,Female,5,10,9,1,1095,21,9,7,5,68,228,15,6837,Direct,1,1,1,6,6,5,0,0,1,8,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1
C2324,28,1,Region 6,Male,7,5,5,1,346,5,4,0,1,286,338,1,12638,Online,0,1,1,3,3,1,2,0,0,6,0,0,1,0,3,0,3,0,1,0,1,1,0,0,0
C2325,34,6,Region 2,Male,5,5,8,0,976,19,9,3,7,49,277,5,11488,Reseller,0,1,0,1,3,0,0,2,1,10,0,1,1,4,5,1,4,0,1,0,0,0,1,1,0
C2326,41,1,Region 9,Male,7,6,9,1,520,12,3,9,0,47,153,5,12134,Reseller,0,1,0,0,5,1,3,0,1,7,0,0,0,2,0,0,0,0,1,1,0,0,1,1,1
C2327,53,2,Region 7,Female,7,8,6,1,248,11,0,3,8,85,115,0,14861,Direct,0,0,1,2,2,1,0,1,0,9,1,1,1,1,4,0,4,0,0,1,0,0,0,1,0
C2328,47,3,Region 2,Male,6,8,10,0,1205,22,10,6,6,50,229,9,10832,Direct,1,0,0,3,3,3,0,0,0,5,0,0,1,0,4,3,1,0,0,0,0,1,1,0,1
C2329,60,1,Region 8,Male,9,9,6,1,1443,6,0,6,0,261,305,6,13773,Online,1,0,1,1,2,1,0,1,0,5,1,1,1,3,3,3,0,1,0,1,0,0,0,0,0
C2330,52,3,Region 5,Female,7,6,8,0,315,15,5,9,1,59,150,1,9696,Reseller,1,1,1,0,3,2,1,0,0,7,1,1,1,1,4,4,0,1,0,0,0,0,1,1,0
C2331,62,3,Region 2,Male,9,10,10,0,501,12,5,6,1,35,342,6,12687,Direct,0,1,1,1,5,5,0,0,0,5,1,0,0,0,4,2,2,0,1,0,1,0,1,1,1
C2332,26,5,Region 9,Male,8,7,9,1,645,16,7,5,4,301,294,6,9318,Direct,0,1,1,5,5,2,2,0,1,5,0,0,1,5,4,2,2,0,1,1,1,0,0,1,1
C2333,46,5,Region 2,Male,7,8,7,1,971,16,2,6,8,139,29,13,10566,Reseller,1,1,1,2,5,5,0,0,0,6,0,1,0,2,1,0,1,0,1,0,1,1,1,1,0
C2334,62,3,Region 5,Female,7,10,10,0,918,27,8,10,9,249,65,12,5849,Direct,1,0,1,3,5,5,0,0,0,8,1,0,1,2,3,2,1,1,0,0,1,1,0,1,1
C2335,64,3,Region 7,Male,7,10,6,0,1653,15,7,2,6,37,299,9,13884,Reseller,0,0,1,2,2,2,0,0,0,5,1,0,0,4,5,1,4,0,0,0,0,1,0,1,0
C2336,44,3,Region 6,Female,8,8,9,1,396,15,8,6,1,256,114,6,9007,Direct,1,1,0,6,6,5,0,1,0,9,1,0,1,0,5,1,4,1,0,1,0,1,1,1,1
C2337,32,4,Region 10,Male,5,6,8,0,1798,10,1,3,6,248,150,23,6417,Direct,1,1,1,2,5,3,2,0,0,5,0,1,1,1,4,4,0,0,1,1,0,1,1,1,0
C2338,57,6,Region 9,Male,6,10,8,1,634,14,5,3,6,133,173,6,5347,Direct,1,1,1,4,4,2,0,2,0,9,0,0,0,3,4,1,3,1,0,0,1,1,0,1,0
C2339,26,2,Region 6,Female,6,10,5,0,1574,13,1,2,10,93,305,12,14851,Reseller,1,0,0,4,5,0,3,0,2,8,1,0,0,2,4,3,1,0,0,1,1,1,1,1,0
C2340,27,4,Region 4,Male,5,10,9,1,664,25,10,7,8,245,359,8,6784,Direct,0,1,0,4,5,1,4,0,0,10,0,0,1,1,5,4,1,0,1,0,1,0,1,1,1
C2341,40,3,Region 8,Female,8,7,6,1,772,11,2,4,5,139,286,4,5659,Online,1,1,0,1,2,0,0,2,0,6,1,1,0,2,3,1,2,1,1,0,0,0,0,0,0
C2342,64,6,Region 8,Male,10,8,5,0,1664,19,4,10,5,215,94,26,10952,Online,1,1,0,5,7,1,5,0,1,5,0,0,0,2,4,2,2,1,1,1,1,1,1,1,0
C2343,55,2,Region 2,Female,8,5,5,1,1619,18,9,9,0,223,148,13,11870,Reseller,1,1,0,3,4,3,0,0,1,10,1,0,1,3,2,1,1,1,1,0,0,0,1,1,0
C2344,28,1,Region 4,Male,6,8,6,1,1067,17,7,3,7,171,355,16,14144,Online,1,1,0,3,7,5,0,1,1,7,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1
C2345,30,2,Region 9,Male,5,7,8,0,843,7,6,1,0,51,122,9,8553,Online,0,1,1,1,5,0,4,0,1,10,1,1,1,0,2,1,1,0,1,0,1,1,1,0,1
C2346,28,5,Region 9,Female,9,7,5,0,570,17,8,4,5,229,308,9,10010,Direct,1,1,0,4,6,4,2,0,0,5,1,1,1,4,3,1,2,1,1,1,1,1,1,0,0
C2347,65,6,Region 1,Female,5,9,10,0,1286,12,10,1,1,148,243,10,12600,Reseller,0,1,1,0,3,3,0,0,0,5,0,0,1,5,3,1,2,0,1,0,1,0,0,1,0
C2348,50,5,Region 6,Female,7,6,10,0,386,10,3,0,7,301,299,2,6300,Direct,1,0,0,0,2,2,0,0,0,10,1,1,1,0,2,2,0,0,0,1,0,0,1,0,0
C2349,61,6,Region 5,Male,5,5,5,0,1166,12,5,4,3,32,187,9,5095,Online,1,1,0,0,3,3,0,0,0,6,0,1,1,0,2,0,2,1,0,1,0,1,0,0,0
C2350,48,2,Region 10,Female,8,9,6,1,294,18,7,7,4,136,129,1,12241,Direct,0,0,1,3,4,0,0,2,2,7,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0
C2351,63,6,Region 7,Female,6,8,6,0,1521,14,3,10,1,41,146,12,7540,Online,1,1,1,0,3,0,3,0,0,7,0,1,1,1,2,1,1,1,0,1,0,1,0,0,0
C2352,32,5,Region 5,Female,6,5,6,0,1357,20,7,4,9,44,127,0,11715,Online,0,0,0,1,1,0,0,0,1,8,0,1,1,1,4,3,1,0,0,0,0,0,1,0,0
C2353,38,5,Region 2,Female,10,7,7,1,1418,18,9,8,1,138,214,18,7970,Direct,1,1,1,2,5,4,1,0,0,6,0,1,1,2,1,0,1,0,1,1,1,0,0,1,1
C2354,39,3,Region 10,Male,8,9,9,1,1483,14,0,8,6,230,239,12,13615,Direct,1,1,0,1,5,2,0,1,2,5,0,0,1,5,2,2,0,1,1,1,1,0,0,0,1
C2355,31,5,Region 3,Male,6,8,6,0,1009,21,10,4,7,235,47,5,13490,Online,0,1,1,2,2,2,0,0,0,10,0,1,1,2,5,4,1,0,0,0,1,1,0,0,0
C2356,27,2,Region 8,Female,5,10,5,0,1240,17,8,6,3,359,113,13,11425,Direct,1,1,1,2,4,1,3,0,0,10,0,1,1,1,2,2,0,0,0,0,0,1,1,1,1
C2357,50,1,Region 7,Female,5,7,8,0,209,8,5,1,2,302,344,0,6019,Reseller,1,1,0,1,2,1,1,0,0,8,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0
C2358,29,2,Region 10,Female,7,5,5,0,1523,11,1,6,4,301,21,16,5888,Direct,0,1,0,4,4,2,2,0,0,8,1,1,1,4,5,2,3,0,1,0,0,0,1,1,1
C2359,46,2,Region 3,Male,7,7,9,0,1702,13,2,7,4,302,128,4,12458,Reseller,1,1,0,0,2,1,0,0,1,7,1,1,1,5,4,1,3,0,1,1,0,0,0,0,0
C2360,65,3,Region 3,Male,9,6,10,1,1749,12,4,0,8,108,276,23,7326,Direct,1,1,0,5,5,5,0,0,0,10,0,0,0,4,4,4,0,1,1,0,0,1,1,0,1
C2361,25,2,Region 2,Female,10,7,10,1,775,22,10,10,2,121,80,4,8425,Direct,1,0,0,0,3,1,0,1,1,6,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
C2362,61,5,Region 10,Female,5,5,9,0,1637,14,6,3,5,276,291,17,13354,Online,1,1,0,5,5,0,3,1,1,8,0,0,0,2,1,1,0,1,0,1,1,1,1,0,0
C2363,63,2,Region 1,Female,6,7,6,0,620,11,0,3,8,154,350,3,7126,Reseller,1,1,1,3,3,1,1,1,0,6,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0
C2364,61,4,Region 7,Female,7,6,10,0,199,21,10,9,2,306,143,2,8058,Reseller,0,0,0,0,4,4,0,0,0,9,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1
C2365,27,6,Region 4,Male,10,9,5,1,1363,8,5,0,3,316,32,7,11030,Online,1,1,1,1,2,2,0,0,0,9,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0
C2366,53,3,Region 1,Female,5,6,8,1,1092,15,4,7,4,183,230,7,7658,Reseller,1,1,1,3,3,1,2,0,0,6,0,0,0,2,4,1,3,1,0,0,1,0,0,1,0
C2367,51,4,Region 5,Female,6,9,8,1,333,16,8,4,4,175,340,1,13120,Reseller,1,1,0,4,5,2,0,1,2,9,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0
C2368,45,2,Region 5,Male,9,8,10,0,1221,22,9,8,5,208,66,10,6780,Reseller,0,1,0,0,3,0,0,3,0,9,0,1,1,3,2,0,2,0,1,1,0,0,1,0,0
C2369,54,4,Region 7,Male,9,10,7,0,1060,5,1,3,1,94,114,8,9889,Direct,1,1,1,0,4,3,0,0,1,8,1,1,0,3,5,4,1,0,1,0,0,1,0,1,1
C2370,46,1,Region 7,Male,6,5,6,1,1548,11,7,2,2,181,200,8,9436,Online,1,0,1,0,4,0,2,0,2,10,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1
C2371,33,3,Region 7,Female,9,7,6,0,1075,26,8,9,9,122,341,7,14914,Direct,1,1,0,2,5,1,2,0,2,7,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1
C2372,58,5,Region 9,Male,5,10,9,0,1035,16,9,1,6,56,325,5,11523,Online,0,1,1,2,2,2,0,0,0,7,0,1,1,5,1,0,1,0,1,0,0,0,0,0,1
C2373,46,6,Region 6,Male,6,6,9,1,874,15,1,7,7,75,53,4,11692,Direct,0,1,0,0,3,1,0,1,1,9,1,0,1,1,4,0,4,0,1,1,0,0,1,0,0
C2374,38,1,Region 3,Male,9,6,9,0,239,14,8,4,2,128,215,1,13404,Online,0,1,1,4,4,0,3,1,0,7,1,1,0,4,5,1,4,0,1,1,1,0,1,0,0
C2375,36,6,Region 9,Male,6,9,7,1,361,13,5,7,1,281,64,0,11164,Reseller,1,0,0,0,3,1,1,1,0,9,1,1,1,2,1,1,0,1,0,0,1,0,0,1,0
C2376,56,2,Region 10,Male,6,10,9,0,1445,5,4,0,1,161,290,15,9671,Reseller,1,1,0,4,5,4,0,0,1,6,0,1,0,4,5,5,0,1,0,0,1,1,1,0,1
C2377,61,1,Region 6,Male,8,7,9,1,1548,17,3,10,4,153,209,4,11340,Online,1,1,0,2,4,0,1,0,3,5,0,1,0,5,0,0,0,1,0,1,0,0,1,1,0
C2378,65,2,Region 9,Male,8,9,8,0,944,23,8,8,7,45,303,9,11084,Online,1,1,0,4,6,1,1,2,2,9,0,1,1,2,0,0,0,1,0,1,1,0,1,1,1
C2379,48,6,Region 6,Male,10,6,7,1,416,18,8,4,6,129,225,2,8093,Reseller,0,1,0,2,2,0,0,2,0,7,0,1,1,5,4,3,1,0,0,0,1,0,0,1,0
C2380,46,6,Region 1,Female,7,9,10,0,83,17,3,10,4,179,256,0,8186,Reseller,0,0,0,1,1,0,1,0,0,10,0,0,1,2,1,1,0,0,0,0,0,0,0,1,0
C2381,63,3,Region 9,Female,5,6,8,0,1538,16,4,3,9,107,299,8,12149,Direct,1,1,1,0,2,1,1,0,0,7,0,0,1,3,4,0,4,0,0,1,0,0,1,0,0
C2382,49,6,Region 3,Male,9,10,7,0,391,8,4,2,2,282,261,6,12533,Reseller,1,1,1,6,6,2,2,2,0,8,0,0,1,3,3,3,0,1,0,1,1,1,1,0,1
C2383,29,5,Region 8,Female,7,9,8,1,114,17,4,9,4,49,119,1,7907,Reseller,1,1,0,3,6,0,5,1,0,8,0,1,0,1,4,2,2,1,1,1,1,1,0,1,0
C2384,46,1,Region 3,Male,10,8,5,0,1765,16,7,5,4,55,74,9,8629,Direct,0,0,0,1,2,2,0,0,0,7,1,1,0,4,4,3,1,0,0,0,0,1,0,1,0
C2385,43,5,Region 8,Female,6,10,10,1,728,10,6,4,0,277,348,11,5677,Direct,1,1,0,0,7,1,3,3,0,7,1,0,0,3,3,1,2,1,1,0,1,1,1,1,1
C2386,35,4,Region 10,Male,10,9,6,0,31,24,4,10,10,300,261,0,5139,Online,0,1,1,0,3,0,0,1,2,9,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0
C2387,32,6,Region 8,Male,9,8,5,0,1045,22,3,10,9,45,87,7,5342,Direct,1,1,0,4,5,0,2,1,2,7,0,1,1,5,3,0,3,1,0,0,1,1,0,1,1
C2388,41,5,Region 9,Male,8,10,8,0,323,15,1,6,8,149,113,1,12665,Reseller,1,0,1,0,4,2,0,0,2,6,0,1,0,1,3,2,1,1,0,1,0,1,0,0,1
C2389,35,5,Region 6,Female,7,6,7,0,1355,7,0,7,0,306,309,11,11138,Online,0,1,1,0,4,0,3,0,1,5,0,1,1,3,0,0,0,0,1,0,1,1,0,1,0
C2390,25,2,Region 1,Female,7,10,5,0,779,18,8,10,0,346,318,4,10837,Online,1,1,0,4,4,1,0,1,2,6,1,0,0,4,2,2,0,1,1,1,0,1,0,0,0
C2391,62,1,Region 6,Male,8,5,7,1,356,19,8,10,1,332,56,6,9982,Online,1,1,0,0,7,7,0,0,0,5,0,1,1,2,0,0,0,0,1,1,1,1,1,1,1
C2392,46,4,Region 10,Male,7,10,8,0,312,15,0,8,7,309,101,1,13517,Direct,0,0,1,1,2,2,0,0,0,9,1,0,1,2,1,1,0,0,0,0,0,0,0,1,1
C2393,54,6,Region 5,Male,9,7,7,0,593,16,4,5,7,269,114,9,6169,Online,1,1,0,7,7,4,0,2,1,9,1,1,1,5,1,1,0,1,1,1,1,1,1,1,0
C2394,54,1,Region 8,Male,7,6,8,0,968,22,4,10,8,108,141,7,11798,Reseller,0,0,1,2,3,3,0,0,0,7,1,1,0,3,3,2,1,0,0,1,1,0,1,0,0
C2395,46,3,Region 4,Male,7,7,8,1,702,12,4,0,8,108,173,6,8075,Online,1,1,0,0,5,2,2,0,1,8,0,1,1,2,3,1,2,1,1,0,1,1,1,0,0
C2396,42,4,Region 8,Female,7,6,5,1,487,4,1,3,0,133,281,2,6823,Reseller,1,1,1,1,2,2,0,0,0,7,1,0,0,5,0,0,0,0,0,0,0,0,0,1,1
C2397,44,2,Region 6,Female,8,7,7,0,1653,20,10,0,10,277,231,17,14676,Online,1,1,0,1,4,1,3,0,0,5,0,1,1,3,2,0,2,1,0,0,1,0,1,1,0
C2398,33,4,Region 4,Female,6,8,5,0,1402,23,6,9,8,41,118,15,12103,Reseller,1,1,0,0,4,4,0,0,0,9,1,0,1,4,5,3,2,0,1,0,0,1,0,1,1
C2399,57,1,Region 8,Female,8,10,7,0,1183,20,9,5,6,194,228,9,9715,Online,0,1,1,5,5,3,0,0,2,8,0,1,1,3,2,1,1,0,1,1,0,1,1,0,1
C2400,46,4,Region 1,Female,10,9,7,1,1450,9,5,2,2,90,63,18,5250,Online,1,1,1,3,5,0,1,4,0,6,0,0,1,2,3,0,3,1,1,0,1,0,1,1,0
C2401,60,2,Region 6,Male,10,5,8,0,299,11,3,4,4,207,21,0,14120,Reseller,0,1,1,0,0,0,0,0,0,8,1,0,0,2,3,2,1,0,0,0,0,0,0,0,0
C2402,43,5,Region 9,Male,5,10,10,1,1435,17,10,4,3,34,65,7,7786,Reseller,0,1,0,2,2,2,0,0,0,10,1,0,0,0,4,2,2,0,0,0,0,1,0,1,0
C2403,37,2,Region 9,Male,7,7,8,1,352,19,7,2,10,17,18,2,9833,Online,1,1,0,3,3,3,0,0,0,7,1,1,0,4,1,1,0,1,1,0,0,0,1,0,0
C2404,28,6,Region 5,Male,6,10,9,0,808,18,5,7,6,30,69,10,8039,Reseller,1,1,1,3,5,4,1,0,0,9,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1
C2405,50,2,Region 9,Male,9,7,8,1,1359,21,7,7,7,315,190,10,13491,Direct,0,0,0,2,3,0,1,2,0,8,1,0,1,5,5,2,3,0,0,1,0,0,1,1,0
C2406,35,1,Region 8,Male,10,8,5,1,827,6,3,3,0,316,295,4,14739,Online,1,0,1,1,2,1,1,0,0,9,1,0,0,5,4,0,4,1,0,0,0,0,0,1,0
C2407,25,3,Region 2,Male,9,6,7,0,722,14,3,9,2,166,358,9,10293,Direct,1,0,1,0,6,0,5,0,1,10,0,0,0,4,4,0,4,1,0,1,1,1,1,0,1
C2408,62,4,Region 4,Female,8,6,9,1,1243,20,0,10,10,170,42,13,5886,Reseller,1,0,1,3,4,3,0,1,0,10,0,1,0,3,5,1,4,0,0,1,1,0,0,1,1
C2409,37,5,Region 6,Male,9,5,8,0,635,24,7,9,8,266,129,2,10090,Reseller,1,1,1,2,5,1,1,0,3,9,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1
C2410,37,2,Region 3,Female,10,10,8,0,368,13,8,4,1,190,75,2,5132,Reseller,1,0,0,1,2,1,0,1,0,10,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
C2411,59,6,Region 6,Female,5,6,6,1,1513,18,6,10,2,363,342,12,11079,Reseller,0,1,0,1,4,2,1,0,1,8,1,0,1,1,3,1,2,0,1,1,1,0,0,1,0
C2412,31,4,Region 3,Female,8,5,6,0,865,11,5,0,6,231,35,4,9812,Online,1,1,0,3,3,1,1,0,1,5,0,1,1,5,5,2,3,1,0,0,0,1,0,0,1
C2413,32,1,Region 8,Female,6,5,6,1,1089,29,10,10,9,24,101,7,7142,Direct,1,1,0,3,3,2,1,0,0,5,1,1,0,2,4,4,0,1,1,1,0,0,0,0,0
C2414,49,6,Region 10,Female,9,5,5,0,504,15,4,7,4,196,64,3,11494,Direct,1,1,0,2,3,2,1,0,0,9,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
C2415,44,6,Region 4,Female,9,8,5,0,460,19,4,10,5,340,39,2,6300,Online,1,1,0,4,5,2,0,0,3,10,1,1,0,4,2,2,0,0,1,1,1,1,0,1,0
C2416,65,3,Region 10,Male,8,10,8,1,1324,9,0,2,7,233,117,18,9031,Online,1,1,1,1,6,5,0,0,1,7,0,1,0,5,0,0,0,1,1,1,1,1,0,1,0
C2417,33,1,Region 1,Male,10,10,10,0,1086,22,8,8,6,143,330,4,12090,Reseller,0,1,0,1,2,0,1,1,0,9,0,1,0,1,4,3,1,0,1,1,0,0,0,0,0
C2418,44,2,Region 8,Male,7,9,5,0,1185,7,0,7,0,295,25,6,12855,Direct,1,0,1,2,2,2,0,0,0,6,1,1,1,4,3,1,2,0,0,1,0,0,0,0,1
C2419,63,1,Region 9,Male,10,6,9,0,121,14,7,2,5,351,281,0,13137,Direct,1,1,0,2,3,2,1,0,0,8,1,1,1,3,4,0,4,1,1,1,0,0,0,0,0
C2420,32,3,Region 9,Female,8,6,7,0,1245,17,4,4,9,349,84,17,11900,Online,1,1,0,5,5,0,5,0,0,8,0,1,1,5,0,0,0,1,1,1,0,1,1,0,0
C2421,58,6,Region 7,Female,7,6,5,0,1305,6,0,0,6,26,182,17,11574,Direct,1,1,0,5,5,2,3,0,0,9,1,1,1,2,4,3,1,1,0,0,1,1,1,0,1
C2422,36,5,Region 2,Female,5,6,8,1,1344,11,9,2,0,225,29,14,12704,Reseller,1,1,0,2,4,0,1,3,0,5,1,0,1,4,2,0,2,1,1,0,1,0,1,0,0
C2423,34,1,Region 8,Female,6,9,6,1,904,15,4,8,3,39,216,13,11083,Online,0,1,0,4,6,4,2,0,0,8,1,0,1,3,3,3,0,0,1,1,1,1,1,1,0
C2424,41,4,Region 2,Male,6,5,6,1,1367,18,5,8,5,112,37,25,7355,Direct,1,0,1,0,7,1,0,6,0,10,1,0,0,5,1,0,1,1,0,1,1,1,1,1,1
C2425,45,5,Region 6,Male,6,8,7,1,1204,12,3,2,7,93,319,12,5954,Online,0,0,1,0,4,2,2,0,0,5,0,1,0,2,1,0,1,0,0,1,1,0,1,0,1
C2426,63,2,Region 3,Female,9,10,6,0,918,19,5,5,9,267,124,10,12790,Direct,1,1,0,3,4,4,0,0,0,6,0,0,0,5,5,1,4,1,0,1,1,0,1,0,0
C2427,55,2,Region 3,Female,10,5,6,1,95,8,0,7,1,154,217,0,7164,Reseller,1,1,0,3,4,3,1,0,0,10,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1
C2428,54,2,Region 7,Female,10,7,5,1,359,20,8,4,8,38,50,2,6540,Reseller,1,1,0,0,5,3,0,1,1,9,0,0,1,4,3,3,0,1,1,0,0,1,0,1,1
C2429,54,3,Region 2,Female,7,10,10,0,1170,16,3,3,10,150,260,19,9065,Reseller,1,1,1,1,6,6,0,0,0,7,1,0,0,4,2,2,0,1,1,0,0,1,1,1,1
C2430,43,4,Region 2,Male,5,8,7,0,1235,12,6,6,0,78,179,3,11598,Online,1,0,1,0,1,0,0,1,0,5,0,1,0,2,4,1,3,1,0,0,0,0,0,0,0
C2431,26,6,Region 1,Male,10,8,7,0,1637,12,2,3,7,240,119,21,6800,Online,1,1,0,3,5,4,0,1,0,5,0,1,0,4,5,3,2,0,1,1,1,1,0,0,1
C2432,50,1,Region 2,Female,10,6,5,1,819,8,0,3,5,115,121,4,5462,Direct,1,1,0,1,3,0,1,1,1,5,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0
C2433,35,1,Region 9,Female,8,10,8,0,504,14,4,10,0,192,41,3,13062,Direct,1,1,0,1,3,2,1,0,0,7,1,0,1,2,5,0,5,0,0,0,1,0,1,1,0
C2434,37,6,Region 5,Male,10,7,8,1,552,15,7,3,5,101,284,2,5657,Online,0,1,1,2,3,1,1,0,1,8,0,0,1,5,1,1,0,0,1,0,1,0,0,1,0
C2435,61,1,Region 10,Female,9,8,9,0,202,21,9,3,9,12,330,1,11859,Direct,1,1,0,2,5,1,2,0,2,10,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1
C2436,59,6,Region 8,Male,10,7,10,0,1807,12,2,5,5,282,354,28,10191,Direct,1,1,0,0,6,0,2,4,0,8,0,1,1,4,4,3,1,1,0,0,1,1,1,1,1
C2437,29,2,Region 6,Male,7,6,6,1,1155,13,0,4,9,233,354,9,11863,Reseller,1,1,1,2,4,3,0,0,1,7,1,1,0,4,4,3,1,1,1,1,0,1,0,0,0
C2438,25,5,Region 9,Female,9,7,7,1,908,6,3,3,0,204,43,7,8621,Online,1,1,1,1,3,3,0,0,0,8,1,0,1,4,2,1,1,0,1,0,1,0,0,0,1
C2439,25,6,Region 5,Female,7,7,8,1,1722,20,9,2,9,219,203,14,14800,Reseller,1,1,1,1,3,3,0,0,0,7,1,0,1,2,0,0,0,1,1,0,0,0,0,0,1
C2440,37,3,Region 9,Male,6,10,5,0,1566,14,7,1,6,62,303,21,14067,Reseller,1,1,0,6,6,1,0,4,1,9,0,1,0,3,5,5,0,1,1,1,0,1,1,0,1
C2441,63,6,Region 8,Female,5,7,9,0,1648,11,1,1,9,213,126,13,6676,Reseller,1,1,0,3,3,2,1,0,0,8,1,1,1,1,2,1,1,1,0,1,0,0,0,0,1
C2442,37,3,Region 10,Male,7,9,7,0,333,12,3,6,3,80,21,2,5045,Direct,0,1,1,2,5,2,0,2,1,6,1,1,0,1,2,0,2,0,1,0,0,1,1,1,1
C2443,62,5,Region 3,Male,5,8,6,0,1812,14,0,9,5,16,22,4,7536,Online,1,0,1,2,3,0,1,0,2,8,0,0,0,5,1,1,0,1,0,0,0,1,1,0,0
C2444,37,2,Region 1,Male,5,7,9,0,846,17,3,6,8,178,338,2,10792,Direct,1,0,1,0,1,0,0,1,0,5,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
C2445,36,3,Region 1,Female,7,7,6,0,1695,21,2,9,10,11,133,13,6673,Direct,0,1,1,1,3,0,2,1,0,8,0,0,1,0,5,1,4,0,1,0,1,0,0,1,0
C2446,60,6,Region 7,Female,5,7,8,1,1162,8,5,3,0,217,208,6,14780,Reseller,1,1,0,3,3,0,0,2,1,9,1,0,0,2,3,2,1,1,1,0,0,0,1,0,0
C2447,35,3,Region 2,Male,10,8,8,0,941,5,5,0,0,236,150,7,13490,Online,1,1,0,0,3,3,0,0,0,8,1,1,1,4,3,1,2,0,1,1,1,0,0,0,0
C2448,58,1,Region 7,Male,6,7,7,0,827,6,4,0,2,342,47,4,10865,Reseller,1,1,0,2,5,2,0,0,3,8,0,1,0,4,3,0,3,1,1,1,0,0,1,1,0
C2449,53,1,Region 10,Female,5,10,10,1,336,20,9,1,10,95,35,3,6961,Direct,1,1,0,1,4,4,0,0,0,10,1,1,0,3,0,0,0,1,1,0,1,1,0,0,0
C2450,60,1,Region 2,Male,7,10,9,0,377,13,2,1,10,202,261,4,5986,Direct,1,0,0,3,4,0,4,0,0,8,0,0,0,2,2,2,0,1,0,0,0,1,0,1,1
C2451,48,1,Region 3,Male,8,9,5,0,1761,5,0,3,2,54,26,23,8862,Direct,1,1,1,2,7,1,4,0,2,5,1,1,0,4,5,0,5,1,1,1,1,0,1,1,1
C2452,32,3,Region 9,Male,8,5,9,0,323,25,10,6,9,192,343,4,8205,Reseller,1,1,0,5,7,3,0,3,1,9,1,1,0,4,3,1,2,1,1,1,0,1,1,1,1
C2453,43,1,Region 10,Female,10,6,5,0,780,17,10,5,2,42,320,6,7918,Online,1,0,1,2,3,1,2,0,0,5,0,0,1,4,4,2,2,1,0,0,0,1,0,0,1
C2454,33,5,Region 2,Male,9,9,10,1,920,18,7,1,10,275,181,9,5676,Direct,1,1,1,0,5,3,1,0,1,10,0,1,1,3,4,1,3,0,1,0,1,0,1,1,1
C2455,60,3,Region 2,Female,6,6,10,0,1480,16,0,10,6,82,145,20,13080,Direct,1,1,1,5,6,4,0,1,1,10,0,0,0,0,5,3,2,1,1,1,1,0,1,0,1
C2456,36,4,Region 4,Male,6,7,5,1,1515,20,6,9,5,222,257,20,10566,Direct,1,1,1,3,5,2,1,2,0,10,1,0,1,2,3,3,0,1,1,1,1,0,0,0,1
C2457,59,4,Region 3,Female,8,9,8,1,747,21,9,6,6,249,344,6,5794,Reseller,1,1,1,0,3,3,0,0,0,7,0,0,1,0,5,1,4,0,0,1,0,0,0,1,1
C2458,58,2,Region 10,Male,8,8,8,1,665,14,8,6,0,348,158,2,11219,Direct,1,1,1,2,2,1,1,0,0,9,1,1,1,5,3,1,2,0,0,0,0,0,1,0,1
